Title,Code,Type,2019EmpNum,2029EmpProjNum,ChgNum,ChgPct,PctSelfEmp, AnnAvgOpens ,MedWage,Education,Experience,Training
Subway and streetcar operators,53-4041,Line item,10.70,11.30,0.60,5.30,—,1.10,67880.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Rail transportation workers, all other",53-4099,Line item,2.50,2.40,-0.10,-4.70,—,0.20,51600.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Water transportation workers,53-5000,Summary,81.90,82.10,0.20,0.20,3.30,8.10,57330.00,—,—,—
Sailors and marine oilers,53-5011,Line item,31.90,32.20,0.30,0.90,0.20,3.60,43480.00,No formal educational credential,None,Moderate-term on-the-job training
Ship and boat captains and operators,53-5020,Summary,41.40,41.20,-0.10,-0.30,6.40,3.50,69890.00,—,—,—
"Captains, mates, and pilots of water vessels",53-5021,Line item,38.90,38.70,-0.10,-0.30,6.40,3.30,72340.00,Postsecondary nondegree award,Less than 5 years,None
Motorboat operators,53-5022,Line item,2.50,2.50,0.00,0.10,6.10,0.20,48260.00,Postsecondary nondegree award,Less than 5 years,None
Ship engineers,53-5031,Line item,8.70,8.70,0.10,0.70,—,1.00,74610.00,Postsecondary nondegree award,Less than 5 years,None
Other transportation workers,53-6000,Summary,373.50,391.20,17.70,4.70,0.40,50.30,26770.00,—,—,—
Bridge and lock tenders,53-6011,Line item,3.30,3.30,0.00,1.30,—,0.30,50110.00,High school diploma or equivalent,None,Short-term on-the-job training
Parking attendants,53-6021,Line item,149.80,160.60,10.90,7.20,0.20,22.80,25140.00,No formal educational credential,None,Short-term on-the-job training
Automotive and watercraft service attendants,53-6031,Line item,118.80,121.60,2.80,2.40,0.40,16.30,25200.00,No formal educational credential,None,Short-term on-the-job training
Traffic technicians,53-6041,Line item,7.70,8.20,0.50,6.00,—,0.80,47480.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Transportation inspectors,53-6051,Line item,30.20,30.90,0.70,2.40,0.70,2.90,75820.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Passenger attendants,53-6061,Line item,28.00,29.20,1.20,4.40,—,3.70,26570.00,High school diploma or equivalent,None,Short-term on-the-job training
"Aircraft service attendants and transportation workers, all other",53-6098,Line item,35.80,37.40,1.60,4.40,1.70,3.50,37000.00,High school diploma or equivalent,None,Short-term on-the-job training
Material moving workers,53-7000,Summary,7148.70,7305.50,156.80,2.20,1.00,870.50,29060.00,—,—,—
Conveyor operators and tenders,53-7011,Line item,23.90,24.00,0.10,0.40,0.60,2.70,34660.00,No formal educational credential,None,Short-term on-the-job training
Crane and tower operators,53-7021,Line item,45.70,46.50,0.80,1.70,0.20,4.50,56690.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Dredge operators,53-7031,Line item,1.60,1.70,0.10,4.50,3.60,0.20,47040.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Hoist and winch operators,53-7041,Line item,4.90,4.60,-0.20,-5.00,—,0.50,59720.00,No formal educational credential,None,Short-term on-the-job training
Industrial truck and tractor operators,53-7051,Line item,634.70,652.30,17.50,2.80,0.20,64.30,36200.00,No formal educational credential,None,Short-term on-the-job training
Laborers and material movers,53-7060,Summary,6233.80,6358.90,125.10,2.00,0.90,772.20,28130.00,—,—,—
Cleaners of vehicles and equipment,53-7061,Line item,408.40,423.10,14.70,3.60,4.70,53.90,25800.00,No formal educational credential,None,Short-term on-the-job training
"Laborers and freight, stock, and material movers, hand",53-7062,Line item,2986.00,3111.70,125.70,4.20,0.90,380.60,29510.00,No formal educational credential,None,Short-term on-the-job training
Machine feeders and offbearers,53-7063,Line item,62.90,63.00,0.10,0.20,—,7.00,31180.00,No formal educational credential,None,Short-term on-the-job training
"Packers and packagers, hand",53-7064,Line item,640.80,609.90,-30.90,-4.80,0.50,75.80,25910.00,No formal educational credential,None,Short-term on-the-job training
Stockers and order fillers,53-7065,Line item,2135.80,2151.30,15.50,0.70,0.40,254.90,27380.00,High school diploma or equivalent,None,Short-term on-the-job training
Pumping station operators,53-7070,Summary,28.30,29.80,1.50,5.40,4.90,3.10,52240.00,—,—,—
Gas compressor and gas pumping station operators,53-7071,Line item,3.70,3.60,-0.10,-2.10,4.90,0.40,66160.00,High school diploma or equivalent,None,Moderate-term on-the-job training
"Pump operators, except wellhead pumpers",53-7072,Line item,10.50,11.50,1.00,9.70,4.90,1.20,45040.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Wellhead pumpers,53-7073,Line item,14.10,14.70,0.60,4.20,4.90,1.50,55040.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Refuse and recyclable material collectors,53-7081,Line item,133.60,145.40,11.70,8.80,6.60,18.20,37840.00,No formal educational credential,None,Short-term on-the-job training
"Tank car, truck, and ship loaders",53-7121,Line item,12.20,12.00,-0.20,-1.70,3.70,1.30,42360.00,No formal educational credential,None,Short-term on-the-job training
"Material moving workers, all other",53-7199,Line item,29.80,30.30,0.50,1.50,3.40,3.30,31770.00,No formal educational credential,None,Short-term on-the-job training
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
